Timestamp;Measured energy production (MWh);Installed power (MW);Hours of storage
2021-06-06 03;0;249.5;37.5
2021-06-06 04;0;249.5;37.5
2021-06-06 05;0;249.5;37.5
2021-06-06 06;0;249.5;37.5
2021-06-06 07;67.04;249.5;37.5
2021-06-06 08;159.69;249.5;37.5
2021-06-06 09;225.72;249.5;37.5
2021-06-06 10;228.9;249.5;37.5
2021-06-06 11;228.76;249.5;37.5
2021-06-06 12;228.78;249.5;37.5
2021-06-06 13;228.2;249.5;37.5
2021-06-06 14;227.47;249.5;37.5
2021-06-06 15;227.53;249.5;37.5
2021-06-06 16;228.34;249.5;37.5
2021-06-06 17;229.81;249.5;37.5
2021-06-06 18;216.21;249.5;37.5
2021-06-06 19;182.54;249.5;37.5
2021-06-06 20;180.75;249.5;37.5
2021-06-06 21;180.95;249.5;37.5
2021-06-06 22;182.73;249.5;37.5
2021-06-06 23;184.02;249.5;37.5
2021-06-07 00;184.17;249.5;37.5
2021-06-07 01;184.15;249.5;37.5
2021-06-07 02;184.33;249.5;37.5
2021-06-07 03;183.64;249.5;37.5
2021-06-07 04;116.14;249.5;37.5
2021-06-07 05;25;249.5;37.5
2021-06-07 06;40.59;249.5;37.5
2021-06-07 07;184.01;249.5;37.5
2021-06-07 08;212.73;249.5;37.5
2021-06-07 09;229.02;249.5;37.5
2021-06-07 10;228.02;249.5;37.5
2021-06-07 11;225.46;249.5;37.5
2021-06-07 12;226.72;249.5;37.5
2021-06-07 13;222.14;249.5;37.5
2021-06-07 14;223.66;249.5;37.5
2021-06-07 15;226.55;249.5;37.5
2021-06-07 16;208.71;249.5;37.5
2021-06-07 17;214.08;249.5;37.5
2021-06-07 18;192.28;249.5;37.5
2021-06-07 19;176.62;249.5;37.5
2021-06-07 20;178.95;249.5;37.5
2021-06-07 21;180.11;249.5;37.5
2021-06-07 22;180.21;249.5;37.5
2021-06-07 23;180.95;249.5;37.5
2021-06-08 00;181.09;249.5;37.5
2021-06-08 01;181.27;249.5;37.5
2021-06-08 02;180.66;249.5;37.5
2021-06-08 03;145.55;249.5;37.5
2021-06-08 04;77.89;249.5;37.5
2021-06-08 05;24.32;249.5;37.5
2021-06-08 06;19.68;249.5;37.5
2021-06-08 07;119.55;249.5;37.5
2021-06-08 08;221.67;249.5;37.5
2021-06-08 09;226.84;249.5;37.5
2021-06-08 10;226.47;249.5;37.5
2021-06-08 11;226.85;249.5;37.5
2021-06-08 12;221.7;249.5;37.5
2021-06-08 13;214.18;249.5;37.5
2021-06-08 14;224.8;249.5;37.5
2021-06-08 15;223.08;249.5;37.5
2021-06-08 16;168.46;249.5;37.5
2021-06-08 17;199.91;249.5;37.5
2021-06-08 18;193.04;249.5;37.5
2021-06-08 19;172.66;249.5;37.5
2021-06-08 20;175.38;249.5;37.5
2021-06-08 21;173.28;249.5;37.5
2021-06-08 22;171.98;249.5;37.5
2021-06-08 23;143.13;249.5;37.5
2021-06-09 00;110.35;249.5;37.5
2021-06-09 01;102.78;249.5;37.5
2021-06-09 02;101.68;249.5;37.5
2021-06-09 03;101.79;249.5;37.5
2021-06-09 04;69.85;249.5;37.5
2021-06-09 05;25.43;249.5;37.5
2021-06-09 06;35.06;249.5;37.5
2021-06-09 07;169.27;249.5;37.5
2021-06-09 08;229.32;249.5;37.5
2021-06-09 09;229;249.5;37.5
2021-06-09 10;227.97;249.5;37.5
2021-06-09 11;228.35;249.5;37.5
2021-06-09 12;214.44;249.5;37.5
2021-06-09 13;222.75;249.5;37.5
2021-06-09 14;205.77;249.5;37.5
2021-06-09 15;178.48;249.5;37.5
2021-06-09 16;113.15;249.5;37.5
2021-06-09 17;139.5;249.5;37.5
2021-06-09 18;195.61;249.5;37.5
2021-06-09 19;166.26;249.5;37.5
2021-06-09 20;167.5;249.5;37.5
2021-06-09 21;164.68;249.5;37.5
2021-06-09 22;165.23;249.5;37.5
2021-06-09 23;165.48;249.5;37.5
2021-06-10 00;163.9;249.5;37.5
2021-06-10 01;161.19;249.5;37.5
2021-06-10 02;126.38;249.5;37.5
2021-06-10 03;59.9;249.5;37.5
2021-06-10 04;29.7;249.5;37.5
2021-06-10 05;23.97;249.5;37.5
2021-06-10 06;26.4;249.5;37.5
2021-06-10 07;155.36;249.5;37.5
2021-06-10 08;220.2;249.5;37.5
2021-06-10 09;228.12;249.5;37.5
2021-06-10 10;227.39;249.5;37.5
2021-06-10 11;226.52;249.5;37.5
2021-06-10 12;227.67;249.5;37.5
2021-06-10 13;227.26;249.5;37.5
2021-06-10 14;223.54;249.5;37.5
2021-06-10 15;221.71;249.5;37.5
2021-06-10 16;223.49;249.5;37.5
2021-06-10 17;218.36;249.5;37.5
2021-06-10 18;184.4;249.5;37.5
2021-06-10 19;166.44;249.5;37.5
2021-06-10 20;169.07;249.5;37.5
2021-06-10 21;169.17;249.5;37.5
2021-06-10 22;168.86;249.5;37.5
2021-06-10 23;168.35;249.5;37.5
2021-06-11 00;165.61;249.5;37.5
2021-06-11 01;138.08;249.5;37.5
2021-06-11 02;106.43;249.5;37.5
2021-06-11 03;96.37;249.5;37.5
2021-06-11 04;43.97;249.5;37.5
2021-06-11 05;23.88;249.5;37.5
2021-06-11 06;25.58;249.5;37.5
2021-06-11 07;122.88;249.5;37.5
2021-06-11 08;216.85;249.5;37.5
2021-06-11 09;220.36;249.5;37.5
2021-06-11 10;211.29;249.5;37.5
2021-06-11 11;217.35;249.5;37.5
2021-06-11 12;222.39;249.5;37.5
2021-06-11 13;219.24;249.5;37.5
2021-06-11 14;195.08;249.5;37.5
2021-06-11 15;159.92;249.5;37.5
2021-06-11 16;171.86;249.5;37.5
2021-06-11 17;173.82;249.5;37.5
2021-06-11 18;136.22;249.5;37.5
2021-06-11 19;137.4;249.5;37.5
2021-06-11 20;145.29;249.5;37.5
2021-06-11 21;143.12;249.5;37.5
2021-06-11 22;115.96;249.5;37.5
2021-06-11 23;111.15;249.5;37.5
2021-06-12 00;82.53;249.5;37.5
2021-06-12 01;77.42;249.5;37.5
2021-06-12 02;75.39;249.5;37.5
2021-06-12 03;43.55;249.5;37.5
2021-06-12 04;27.99;249.5;37.5
2021-06-12 05;24.27;249.5;37.5
2021-06-12 06;18.05;249.5;37.5
2021-06-12 07;95.32;249.5;37.5
2021-06-12 08;196.38;249.5;37.5
2021-06-12 09;225.61;249.5;37.5
2021-06-12 10;212.5;249.5;37.5
2021-06-12 11;221.85;249.5;37.5
2021-06-12 12;225.21;249.5;37.5
2021-06-12 13;220.79;249.5;37.5
2021-06-12 14;216.82;249.5;37.5
2021-06-12 15;226.69;249.5;37.5
2021-06-12 16;223.94;249.5;37.5
2021-06-12 17;179.56;249.5;37.5
2021-06-12 18;123.49;249.5;37.5
2021-06-12 19;131.62;249.5;37.5
2021-06-12 20;149.81;249.5;37.5
2021-06-12 21;148.93;249.5;37.5
2021-06-12 22;148.47;249.5;37.5
2021-06-12 23;149.13;249.5;37.5
2021-06-13 00;136.74;249.5;37.5
2021-06-13 01;118.02;249.5;37.5
2021-06-13 02;91.17;249.5;37.5
2021-06-13 03;56.88;249.5;37.5
2021-06-13 04;28.91;249.5;37.5
2021-06-13 05;23.02;249.5;37.5
2021-06-13 06;25.88;249.5;37.5
2021-06-13 07;159.74;249.5;37.5
2021-06-13 08;223.83;249.5;37.5
2021-06-13 09;227.91;249.5;37.5
2021-06-13 10;225.57;249.5;37.5
2021-06-13 11;226.4;249.5;37.5
2021-06-13 12;226.3;249.5;37.5
2021-06-13 13;226.74;249.5;37.5
2021-06-13 14;227.56;249.5;37.5
2021-06-13 15;196.6;249.5;37.5
2021-06-13 16;201.79;249.5;37.5
2021-06-13 17;202.08;249.5;37.5
2021-06-13 18;174.1;249.5;37.5
2021-06-13 19;148.81;249.5;37.5
2021-06-13 20;152.35;249.5;37.5
2021-06-13 21;152.56;249.5;37.5
2021-06-13 22;131.77;249.5;37.5
2021-06-13 23;96.1;249.5;37.5
2021-06-14 00;88.27;249.5;37.5
2021-06-14 01;88.24;249.5;37.5
2021-06-14 02;85.35;249.5;37.5
2021-06-14 03;33.71;249.5;37.5
2021-06-14 04;30.89;249.5;37.5
2021-06-14 05;30.41;249.5;37.5
2021-06-14 06;16.76;249.5;37.5
2021-06-14 07;27.56;249.5;37.5
2021-06-14 08;179.83;249.5;37.5
2021-06-14 09;225.77;249.5;37.5
2021-06-14 10;228.2;249.5;37.5
2021-06-14 11;229.69;249.5;37.5
2021-06-14 12;225.18;249.5;37.5
2021-06-14 13;189.42;249.5;37.5
2021-06-14 14;174.68;249.5;37.5
2021-06-14 15;139.94;249.5;37.5
2021-06-14 16;145.47;249.5;37.5
2021-06-14 17;119.55;249.5;37.5
2021-06-14 18;85.23;249.5;37.5
2021-06-14 19;90.32;249.5;37.5
2021-06-14 20;83.5;249.5;37.5
2021-06-14 21;61.12;249.5;37.5
2021-06-14 22;35.79;249.5;37.5
2021-06-14 23;0;249.5;37.5
2021-06-15 00;0;249.5;37.5
2021-06-15 01;0;249.5;37.5
2021-06-15 02;0;249.5;37.5
2021-06-15 03;0;249.5;37.5
2021-06-15 04;0;249.5;37.5
2021-06-15 05;0;249.5;37.5
2021-06-15 06;0;249.5;37.5
2021-06-15 07;7.22;249.5;37.5
2021-06-15 08;98.89;249.5;37.5
2021-06-15 09;186.03;249.5;37.5
2021-06-15 10;190.83;249.5;37.5
2021-06-15 11;144.57;249.5;37.5
2021-06-15 12;107.21;249.5;37.5
2021-06-15 13;145.87;249.5;37.5
2021-06-15 14;157.48;249.5;37.5
2021-06-15 15;110.27;249.5;37.5
2021-06-15 16;105.06;249.5;37.5
2021-06-15 17;154.95;249.5;37.5
2021-06-15 18;106.97;249.5;37.5
2021-06-15 19;70.02;249.5;37.5
2021-06-15 20;32.49;249.5;37.5
2021-06-15 21;27.55;249.5;37.5
2021-06-15 22;27.46;249.5;37.5
2021-06-15 23;27.91;249.5;37.5
2021-06-16 00;14.14;249.5;37.5
2021-06-16 01;0;249.5;37.5
2021-06-16 02;0;249.5;37.5
2021-06-16 03;0;249.5;37.5
2021-06-16 04;0;249.5;37.5
2021-06-16 05;0;249.5;37.5
2021-06-16 06;0;249.5;37.5
2021-06-16 07;3.01;249.5;37.5
2021-06-16 08;2.93;249.5;37.5
2021-06-16 09;56.36;249.5;37.5
2021-06-16 10;123.96;249.5;37.5
2021-06-16 11;117.16;249.5;37.5
2021-06-16 12;141.71;249.5;37.5
2021-06-16 13;189.7;249.5;37.5
2021-06-16 14;123.06;249.5;37.5
2021-06-16 15;92.79;249.5;37.5
2021-06-16 16;116.04;249.5;37.5
2021-06-16 17;121.6;249.5;37.5
2021-06-16 18;107.47;249.5;37.5
2021-06-16 19;62.91;249.5;37.5
2021-06-16 20;15.65;249.5;37.5
2021-06-16 21;0;249.5;37.5
2021-06-16 22;0;249.5;37.5
2021-06-16 23;0;249.5;37.5
2021-06-17 00;0;249.5;37.5
2021-06-17 01;0;249.5;37.5
2021-06-17 02;0;249.5;37.5
2021-06-17 03;0;249.5;37.5
2021-06-17 04;0;249.5;37.5
2021-06-17 05;0;249.5;37.5
2021-06-17 06;0;249.5;37.5
2021-06-17 07;9.36;249.5;37.5
2021-06-17 08;101.87;249.5;37.5
2021-06-17 09;100.84;249.5;37.5
2021-06-17 10;90.94;249.5;37.5
2021-06-17 11;87.94;249.5;37.5
2021-06-17 12;59.31;249.5;37.5
2021-06-17 13;86.48;249.5;37.5
2021-06-17 14;78.59;249.5;37.5
2021-06-17 15;97.02;249.5;37.5
2021-06-17 16;205.51;249.5;37.5
2021-06-17 17;177.3;249.5;37.5
2021-06-17 18;146.79;249.5;37.5
2021-06-17 19;124.56;249.5;37.5
2021-06-17 20;80.14;249.5;37.5
2021-06-17 21;46.57;249.5;37.5
2021-06-17 22;29.83;249.5;37.5
2021-06-17 23;26.76;249.5;37.5
2021-06-18 00;0;249.5;37.5
2021-06-18 01;0;249.5;37.5
2021-06-18 02;0;249.5;37.5
2021-06-18 03;0;249.5;37.5
2021-06-18 04;0;249.5;37.5
2021-06-18 05;0;249.5;37.5
2021-06-18 06;0;249.5;37.5
2021-06-18 07;0;249.5;37.5
2021-06-18 08;19.49;249.5;37.5
2021-06-18 09;113.38;249.5;37.5
2021-06-18 10;125.8;249.5;37.5
2021-06-18 11;56.96;249.5;37.5
2021-06-18 12;62.68;249.5;37.5
2021-06-18 13;56.62;249.5;37.5
2021-06-18 14;49.17;249.5;37.5
2021-06-18 15;55.8;249.5;37.5
2021-06-18 16;16.4;249.5;37.5
2021-06-18 17;16.22;249.5;37.5
2021-06-18 18;0.16;249.5;37.5
2021-06-18 19;10.04;249.5;37.5
2021-06-18 20;0;249.5;37.5
2021-06-18 21;0;249.5;37.5
2021-06-18 22;0;249.5;37.5
2021-06-18 23;0;249.5;37.5
2021-06-19 00;0;249.5;37.5
2021-06-19 01;0;249.5;37.5
2021-06-19 02;0;249.5;37.5
2021-06-19 03;0;249.5;37.5
2021-06-19 04;0;249.5;37.5
2021-06-19 05;0;249.5;37.5
2021-06-19 06;0;249.5;37.5
2021-06-19 07;0;249.5;37.5
2021-06-19 08;24.48;249.5;37.5
2021-06-19 09;85.21;249.5;37.5
2021-06-19 10;108.68;249.5;37.5
2021-06-19 11;133.76;249.5;37.5
2021-06-19 12;116.8;249.5;37.5
2021-06-19 13;71.13;249.5;37.5
2021-06-19 14;40.51;249.5;37.5
2021-06-19 15;38.27;249.5;37.5
2021-06-19 16;42.49;249.5;37.5
2021-06-19 17;78.2;249.5;37.5
2021-06-19 18;71.37;249.5;37.5
2021-06-19 19;58.95;249.5;37.5
2021-06-19 20;17.26;249.5;37.5
2021-06-19 21;0;249.5;37.5
2021-06-19 22;0;249.5;37.5
2021-06-19 23;0;249.5;37.5
2021-06-20 00;0;249.5;37.5
2021-06-20 01;0;249.5;37.5
2021-06-20 02;0;249.5;37.5
2021-06-20 03;0;249.5;37.5
2021-06-20 04;0;249.5;37.5
2021-06-20 05;0;249.5;37.5
2021-06-20 06;0;249.5;37.5
2021-06-20 07;0;249.5;37.5
2021-06-20 08;0.73;249.5;37.5
2021-06-20 09;74.19;249.5;37.5
2021-06-20 10;121.64;249.5;37.5
2021-06-20 11;141.4;249.5;37.5
2021-06-20 12;141.07;249.5;37.5
2021-06-20 13;145.05;249.5;37.5
2021-06-20 14;150.51;249.5;37.5
2021-06-20 15;180.44;249.5;37.5
2021-06-20 16;182;249.5;37.5
2021-06-20 17;175.62;249.5;37.5
2021-06-20 18;159.97;249.5;37.5
2021-06-20 19;136.07;249.5;37.5
2021-06-20 20;117.97;249.5;37.5
2021-06-20 21;92.31;249.5;37.5
2021-06-20 22;92.65;249.5;37.5
2021-06-20 23;92.88;249.5;37.5
2021-06-21 00;93.41;249.5;37.5
2021-06-21 01;93.61;249.5;37.5
2021-06-21 02;93.53;249.5;37.5
2021-06-21 03;92.75;249.5;37.5
2021-06-21 04;57.5;249.5;37.5
2021-06-21 05;29.27;249.5;37.5
2021-06-21 06;25.03;249.5;37.5
2021-06-21 07;56.97;249.5;37.5
2021-06-21 08;120.37;249.5;37.5
2021-06-21 09;211.43;249.5;37.5
2021-06-21 10;190.39;249.5;37.5
2021-06-21 11;199.52;249.5;37.5
2021-06-21 12;225.68;249.5;37.5
2021-06-21 13;226.62;249.5;37.5
2021-06-21 14;226.14;249.5;37.5
2021-06-21 15;225.22;249.5;37.5
2021-06-21 16;227;249.5;37.5
2021-06-21 17;226.24;249.5;37.5
2021-06-21 18;208.61;249.5;37.5
2021-06-21 19;168.46;249.5;37.5
2021-06-21 20;177.07;249.5;37.5
2021-06-21 21;175.25;249.5;37.5
2021-06-21 22;175.59;249.5;37.5
2021-06-21 23;176.4;249.5;37.5
2021-06-22 00;176.61;249.5;37.5
2021-06-22 01;176.94;249.5;37.5
2021-06-22 02;176.85;249.5;37.5
2021-06-22 03;176.03;249.5;37.5
2021-06-22 04;92.56;249.5;37.5
2021-06-22 05;26.28;249.5;37.5
2021-06-22 06;42.26;249.5;37.5
2021-06-22 07;203.62;249.5;37.5
2021-06-22 08;230.16;249.5;37.5
2021-06-22 09;228.93;249.5;37.5
2021-06-22 10;212.15;249.5;37.5
2021-06-22 11;182.68;249.5;37.5
2021-06-22 12;165.15;249.5;37.5
2021-06-22 13;116.59;249.5;37.5
2021-06-22 14;101.37;249.5;37.5
2021-06-22 15;120.15;249.5;37.5
2021-06-22 16;162.73;249.5;37.5
2021-06-22 17;166.72;249.5;37.5
2021-06-22 18;100.43;249.5;37.5
2021-06-22 19;95.25;249.5;37.5
2021-06-22 20;98.18;249.5;37.5
2021-06-22 21;97.88;249.5;37.5
2021-06-22 22;98.15;249.5;37.5
2021-06-22 23;97.23;249.5;37.5
2021-06-23 00;95.42;249.5;37.5
2021-06-23 01;90.29;249.5;37.5
2021-06-23 02;53.31;249.5;37.5
2021-06-23 03;31.99;249.5;37.5
2021-06-23 04;23.14;249.5;37.5
2021-06-23 05;0;249.5;37.5
2021-06-23 06;10.81;249.5;37.5
2021-06-23 07;103.86;249.5;37.5
2021-06-23 08;168.36;249.5;37.5
2021-06-23 09;227.41;249.5;37.5
2021-06-23 10;225.82;249.5;37.5
2021-06-23 11;220.28;249.5;37.5
2021-06-23 12;189.51;249.5;37.5
2021-06-23 13;191.95;249.5;37.5
2021-06-23 14;192.53;249.5;37.5
2021-06-23 15;212.22;249.5;37.5
2021-06-23 16;189.78;249.5;37.5
2021-06-23 17;169.55;249.5;37.5
2021-06-23 18;188;249.5;37.5
2021-06-23 19;174.91;249.5;37.5
2021-06-23 20;172.41;249.5;37.5
2021-06-23 21;171.55;249.5;37.5
2021-06-23 22;171.72;249.5;37.5
2021-06-23 23;170.94;249.5;37.5
2021-06-24 00;170.2;249.5;37.5
2021-06-24 01;170.55;249.5;37.5
2021-06-24 02;170.42;249.5;37.5
2021-06-24 03;144.32;249.5;37.5
2021-06-24 04;66.21;249.5;37.5
2021-06-24 05;23.41;249.5;37.5
2021-06-24 06;20.34;249.5;37.5
2021-06-24 07;82.29;249.5;37.5
2021-06-24 08;210.32;249.5;37.5
2021-06-24 09;228.22;249.5;37.5
2021-06-24 10;229.16;249.5;37.5
2021-06-24 11;227.84;249.5;37.5
2021-06-24 12;224.17;249.5;37.5
2021-06-24 13;222.05;249.5;37.5
2021-06-24 14;220.65;249.5;37.5
2021-06-24 15;222.24;249.5;37.5
2021-06-24 16;201.59;249.5;37.5
2021-06-24 17;218.08;249.5;37.5
2021-06-24 18;215.33;249.5;37.5
2021-06-24 19;173.98;249.5;37.5
2021-06-24 20;175.93;249.5;37.5
2021-06-24 21;175.96;249.5;37.5
2021-06-24 22;176.49;249.5;37.5
2021-06-24 23;176.28;249.5;37.5
2021-06-25 00;176.34;249.5;37.5
2021-06-25 01;177.04;249.5;37.5
2021-06-25 02;176.97;249.5;37.5
2021-06-25 03;176.7;249.5;37.5
2021-06-25 04;97.92;249.5;37.5
2021-06-25 05;26.53;249.5;37.5
2021-06-25 06;31.18;249.5;37.5
2021-06-25 07;157.49;249.5;37.5
2021-06-25 08;183.98;249.5;37.5
2021-06-25 09;184.13;249.5;37.5
2021-06-25 10;183.76;249.5;37.5
2021-06-25 11;182.71;249.5;37.5
2021-06-25 12;182.67;249.5;37.5
2021-06-25 13;182.58;249.5;37.5
2021-06-25 14;181.3;249.5;37.5
2021-06-25 15;182;249.5;37.5
2021-06-25 16;174.72;249.5;37.5
2021-06-25 17;181.08;249.5;37.5
2021-06-25 18;198.9;249.5;37.5
2021-06-25 19;171.28;249.5;37.5
2021-06-25 20;164.32;249.5;37.5
2021-06-25 21;142.18;249.5;37.5
2021-06-25 22;142.04;249.5;37.5
2021-06-25 23;142.5;249.5;37.5
2021-06-26 00;143.16;249.5;37.5
2021-06-26 01;144.33;249.5;37.5
2021-06-26 02;144.49;249.5;37.5
2021-06-26 03;144.46;249.5;37.5
2021-06-26 04;90.53;249.5;37.5
2021-06-26 05;24.96;249.5;37.5
2021-06-26 06;30.86;249.5;37.5
2021-06-26 07;166.47;249.5;37.5
2021-06-26 08;227.55;249.5;37.5
2021-06-26 09;228.55;249.5;37.5
2021-06-26 10;228.59;249.5;37.5
2021-06-26 11;227.99;249.5;37.5
2021-06-26 12;225.41;249.5;37.5
2021-06-26 13;200.24;249.5;37.5
2021-06-26 14;178.14;249.5;37.5
2021-06-26 15;163.78;249.5;37.5
2021-06-26 16;178.91;249.5;37.5
2021-06-26 17;159.26;249.5;37.5
2021-06-26 18;126.2;249.5;37.5
2021-06-26 19;152.08;249.5;37.5
2021-06-26 20;161.31;249.5;37.5
2021-06-26 21;161.14;249.5;37.5
2021-06-26 22;161;249.5;37.5
2021-06-26 23;162.09;249.5;37.5
2021-06-27 00;163.59;249.5;37.5
2021-06-27 01;163.54;249.5;37.5
2021-06-27 02;152.61;249.5;37.5
2021-06-27 03;99;249.5;37.5
2021-06-27 04;42.17;249.5;37.5
2021-06-27 05;23.7;249.5;37.5
2021-06-27 06;25.57;249.5;37.5
2021-06-27 07;181.56;249.5;37.5
2021-06-27 08;228.42;249.5;37.5
2021-06-27 09;228.64;249.5;37.5
2021-06-27 10;228.25;249.5;37.5
2021-06-27 11;227.73;249.5;37.5
2021-06-27 12;226.66;249.5;37.5
2021-06-27 13;227.16;249.5;37.5
2021-06-27 14;227.3;249.5;37.5
2021-06-27 15;227.41;249.5;37.5
2021-06-27 16;225.34;249.5;37.5
2021-06-27 17;210.06;249.5;37.5
2021-06-27 18;201.2;249.5;37.5
2021-06-27 19;181.53;249.5;37.5
2021-06-27 20;177.85;249.5;37.5
2021-06-27 21;179.89;249.5;37.5
2021-06-27 22;180.26;249.5;37.5
2021-06-27 23;180.48;249.5;37.5
2021-06-28 00;180.66;249.5;37.5
2021-06-28 01;181.29;249.5;37.5
2021-06-28 02;180.73;249.5;37.5
2021-06-28 03;174.37;249.5;37.5
2021-06-28 04;93.55;249.5;37.5
2021-06-28 05;25.68;249.5;37.5
2021-06-28 06;40.23;249.5;37.5
2021-06-28 07;207.66;249.5;37.5
2021-06-28 08;229.86;249.5;37.5
2021-06-28 09;229.11;249.5;37.5
2021-06-28 10;226.52;249.5;37.5
2021-06-28 11;227.38;249.5;37.5
2021-06-28 12;227.42;249.5;37.5
2021-06-28 13;228.08;249.5;37.5
2021-06-28 14;227.19;249.5;37.5
2021-06-28 15;226.98;249.5;37.5
2021-06-28 16;227.6;249.5;37.5
2021-06-28 17;229.07;249.5;37.5
2021-06-28 18;223.25;249.5;37.5
2021-06-28 19;197.47;249.5;37.5
2021-06-28 20;192.19;249.5;37.5
2021-06-28 21;191.73;249.5;37.5
2021-06-28 22;191.88;249.5;37.5
2021-06-28 23;191.77;249.5;37.5
2021-06-29 00;192.43;249.5;37.5
2021-06-29 01;192.29;249.5;37.5
2021-06-29 02;193.11;249.5;37.5
2021-06-29 03;191.52;249.5;37.5
2021-06-29 04;110.5;249.5;37.5
2021-06-29 05;26.5;249.5;37.5
2021-06-29 06;33.05;249.5;37.5
2021-06-29 07;193.01;249.5;37.5
2021-06-29 08;229.96;249.5;37.5
2021-06-29 09;227.5;249.5;37.5
2021-06-29 10;228.71;249.5;37.5
2021-06-29 11;228.2;249.5;37.5
2021-06-29 12;228.04;249.5;37.5
2021-06-29 13;228.61;249.5;37.5
2021-06-29 14;228.12;249.5;37.5
2021-06-29 15;227.78;249.5;37.5
2021-06-29 16;227.82;249.5;37.5
2021-06-29 17;227.77;249.5;37.5
2021-06-29 18;224.07;249.5;37.5
2021-06-29 19;196.62;249.5;37.5
2021-06-29 20;194.61;249.5;37.5
2021-06-29 21;193.47;249.5;37.5
2021-06-29 22;192.25;249.5;37.5
2021-06-29 23;192.04;249.5;37.5
2021-06-30 00;192.33;249.5;37.5
2021-06-30 01;193.48;249.5;37.5
2021-06-30 02;193.68;249.5;37.5
2021-06-30 03;192.46;249.5;37.5
2021-06-30 04;98.16;249.5;37.5
2021-06-30 05;25.32;249.5;37.5
2021-06-30 06;37.66;249.5;37.5
2021-06-30 07;188.08;249.5;37.5
2021-06-30 08;226.77;249.5;37.5
2021-06-30 09;182.73;249.5;37.5
2021-06-30 10;212.32;249.5;37.5
2021-06-30 11;227.21;249.5;37.5
2021-06-30 12;227.31;249.5;37.5
2021-06-30 13;226.32;249.5;37.5
2021-06-30 14;226.45;249.5;37.5
2021-06-30 15;226.71;249.5;37.5
2021-06-30 16;226.64;249.5;37.5
2021-06-30 17;228;249.5;37.5
2021-06-30 18;217.8;249.5;37.5
2021-06-30 19;192.04;249.5;37.5
2021-06-30 20;191.18;249.5;37.5
2021-06-30 21;188.85;249.5;37.5
2021-06-30 22;148.34;249.5;37.5
2021-06-30 23;148.5;249.5;37.5
2021-07-01 00;188.11;249.5;37.5
2021-07-01 01;188.49;249.5;37.5
2021-07-01 02;188.44;249.5;37.5
2021-07-01 03;187.47;249.5;37.5
2021-07-01 04;84.65;249.5;37.5
2021-07-01 05;25.24;249.5;37.5
2021-07-01 06;26.31;249.5;37.5
2021-07-01 07;168.01;249.5;37.5
2021-07-01 08;228.37;249.5;37.5
2021-07-01 09;227.85;249.5;37.5
2021-07-01 10;226.86;249.5;37.5
2021-07-01 11;226.12;249.5;37.5
2021-07-01 12;226.25;249.5;37.5
2021-07-01 13;226.45;249.5;37.5
2021-07-01 14;226.3;249.5;37.5
2021-07-01 15;226.48;249.5;37.5
2021-07-01 16;226.33;249.5;37.5
2021-07-01 17;227.86;249.5;37.5
2021-07-01 18;209.95;249.5;37.5
2021-07-01 19;183.78;249.5;37.5
2021-07-01 20;183.17;249.5;37.5
2021-07-01 21;182.56;249.5;37.5
2021-07-01 22;181.87;249.5;37.5
2021-07-01 23;181.33;249.5;37.5
2021-07-02 00;181.14;249.5;37.5
2021-07-02 01;181.94;249.5;37.5
2021-07-02 02;179.78;249.5;37.5
2021-07-02 03;172.83;249.5;37.5
2021-07-02 04;58.96;249.5;37.5
2021-07-02 05;24.86;249.5;37.5
2021-07-02 06;32.99;249.5;37.5
2021-07-02 07;184.27;249.5;37.5
2021-07-02 08;227.52;249.5;37.5
2021-07-02 09;227.2;249.5;37.5
2021-07-02 10;226.93;249.5;37.5
2021-07-02 11;226.97;249.5;37.5
2021-07-02 12;226.77;249.5;37.5
2021-07-02 13;226.25;249.5;37.5
2021-07-02 14;226.41;249.5;37.5
2021-07-02 15;226.6;249.5;37.5
2021-07-02 16;227.03;249.5;37.5
2021-07-02 17;227.43;249.5;37.5
2021-07-02 18;220.84;249.5;37.5
2021-07-02 19;187.89;249.5;37.5
2021-07-02 20;186.75;249.5;37.5
2021-07-02 21;186.35;249.5;37.5
2021-07-02 22;187.59;249.5;37.5
2021-07-02 23;187.98;249.5;37.5
2021-07-03 00;190.2;249.5;37.5
2021-07-03 01;191.21;249.5;37.5
2021-07-03 02;191.13;249.5;37.5
2021-07-03 03;190.91;249.5;37.5
2021-07-03 04;123.92;249.5;37.5
2021-07-03 05;25.78;249.5;37.5
2021-07-03 06;45.78;249.5;37.5
2021-07-03 07;204.32;249.5;37.5
2021-07-03 08;227.84;249.5;37.5
2021-07-03 09;220.63;249.5;37.5
2021-07-03 10;186.21;249.5;37.5
2021-07-03 11;208.64;249.5;37.5
2021-07-03 12;226.4;249.5;37.5
2021-07-03 13;226.41;249.5;37.5
2021-07-03 14;226.09;249.5;37.5
2021-07-03 15;224.89;249.5;37.5
2021-07-03 16;225.11;249.5;37.5
2021-07-03 17;225.2;249.5;37.5
2021-07-03 18;198.81;249.5;37.5
2021-07-03 19;190.96;249.5;37.5
2021-07-03 20;185.53;249.5;37.5
2021-07-03 21;184.66;249.5;37.5
2021-07-03 22;185.5;249.5;37.5
2021-07-03 23;186.66;249.5;37.5
2021-07-04 00;187.09;249.5;37.5
2021-07-04 01;187.23;249.5;37.5
